Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions,Close,Change Price,signal,Interpretation
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-09-19,136338,59386,-6850,33196,218381,-39711,76952,-40046.0,0.05612935125827789,-5.8632344007492065e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-09-12,143188,26190,2137,-1249,258092,17387,116998,3386.0,0.05641736090183258,0.00011631473898887634,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-09-05,141051,27439,5502,-11100,240705,-5804,113612,16602.0,0.05591021105647087,-0.0003802478313446045,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-08-29,135549,38539,-2307,-1699,246509,2660,97010,-608.0,0.056016791611909866,-0.0003638938069343567,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-08-22,137856,40238,6956,4187,243849,6260,97618,2769.0,0.05664078891277313,9.08970832824707e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-08-15,130900,36051,232,11820,237589,18681,94849,-11588.0,0.05616336688399315,-0.0004432797431945801,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-08-08,130668,24231,482,7594,218908,4550,106437,-7112.0,0.05598928779363632,0.00028195977210998535,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-08-01,130186,16637,111,-548,214358,2012,113549,659.0,0.0559268444776535,-0.0001629069447517395,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-07-25,130075,17185,-80,-431,212346,2629,112890,351.0,0.056296031922101974,-0.0005977973341941833,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-07-18,130155,17616,4864,-9816,209717,-3524,112539,14680.0,0.057171113789081573,0.00026055052876472473,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-07-11,125291,27432,5883,-7117,213241,2511,97859,13000.0,0.055816058069467545,-0.0004552379250526428,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-07-03,119408,34549,-6611,-10463,210730,-2085,84859,3852.0,0.05500353127717972,0.00010086223483085632,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-06-27,126019,45012,360,-31662,212815,-4666,81007,32022.0,0.055676497519016266,-0.00040658190846443176,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-06-20,125659,76674,2191,49020,217481,-16009,48985,-46829.0,0.054921217262744904,7.76834785938263e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-06-13,123468,27654,7867,-3126,233490,26374,95814,10993.0,0.05538221076130867,-0.0003529675304889679,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-06-06,115601,30780,3122,-6697,207116,1058,84821,9819.0,0.05478464439511299,-6.332993507385254e-08,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-05-30,112479,37477,13870,-6834,206058,-5052,75002,20704.0,0.053422316908836365,-0.0002391412854194641,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-05-23,98609,44311,5923,21679,211110,27253,54298,-15756.0,0.05362335592508316,-0.0006109587848186493,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-05-16,92686,22632,172,21,183857,3971,70054,151.0,0.05353175848722458,0.0007389411330223083,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-05-09,92514,22611,1372,-53416,179886,2560,69903,54788.0,0.05217164754867554,-0.0003883354365825653,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-05-02,91142,76027,-547,376,177326,-33,15115,-923.0,0.05332428961992264,0.00021105632185935974,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-04-25,91689,75651,-5338,-7132,177359,-18216,16038,1794.0,0.053004708141088486,0.0008212476968765259,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-04-18,97027,82783,10214,-16705,195575,-10088,14244,26919.0,0.05380964279174805,0.0007842816412448883,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-04-11,86813,99488,5834,8821,205663,6564,-12675,-2987.0,0.05332309752702713,-0.00057201087474823,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-04-04,80979,90667,8251,13202,199099,7661,-9688,-4951.0,0.05314967408776283,-4.2378902435302734e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-03-28,72728,77465,14998,16454,191438,14674,-4737,-1456.0,0.05266065523028374,-0.0007967017590999603,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-03-21,57730,61011,6459,4273,176764,6864,-3281,2186.0,0.05237027630209923,-0.00021727010607719421,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-03-14,51271,56738,12564,-24727,169900,-39554,-5467,37291.0,0.05088048800826073,-0.001115642488002777,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-03-07,38707,81465,-350,-3375,209454,14596,-42758,3025.0,0.051335547119379044,0.0005188994109630585,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-02-28,39057,84840,3932,-6766,194858,1443,-45783,10698.0,0.04972625896334648,-0.0006478726863861084,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-02-21,35125,91606,4854,1122,193415,3387,-56481,3732.0,0.0500018484890461,-0.00027517974376678467,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-02-14,30271,90484,-958,767,190028,564,-60213,-1725.0,0.049326349049806595,3.2607465982437134e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-02-07,31229,89717,5229,509,189464,5137,-58488,4720.0,0.04852277413010597,-0.00022834539413452148,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-01-31,26000,89208,-6133,-7579,184327,-7143,-63208,1446.0,0.04806514084339142,-0.00022029131650924683,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-01-24,32133,96787,9560,893,191470,14037,-64654,8667.0,0.04649713635444641,-0.0009968429803848267,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-01-17,22573,95894,-1305,240,177433,3043,-73321,-1545.0,0.04648715257644653,0.0008441656827926636,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-01-10,23878,95654,1599,7739,174390,22827,-71776,-6140.0,0.04584604874253273,0.0001936405897140503,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2017-01-03,22279,87915,868,4847,151563,8371,-65636,-3979.0,0.04734799265861511,0.0007922984659671783,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-12-27,21411,83068,605,-4419,143192,4026,-61657,5024.0,0.048171065747737885,-0.00012623891234397888,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-12-20,20806,87487,1805,10827,139166,-16552,-66681,-9022.0,0.04890602082014084,0.0002622343599796295,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-12-13,19001,76660,382,3975,155718,4078,-57659,-3593.0,0.04933898150920868,0.000507209450006485,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-12-06,18619,72685,-695,-1129,151640,-3761,-54066,434.0,0.0490390807390213,-0.00016070902347564697,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-11-29,19314,73814,-570,5616,155401,425,-54500,-6186.0,0.048485904932022095,-0.00014714524149894714,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-11-22,19884,68198,-2240,921,154976,1205,-48314,-3161.0,0.04854059964418411,9.286776185035706e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-11-15,22124,67277,-3174,8983,153771,4905,-45153,-12157.0,0.0492449514567852,-0.00024345889687538147,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-11-08,25298,58294,-5540,-9016,148866,-8182,-32996,3476.0,0.054643016308546066,0.0043498314917087555,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-11-01,30838,67310,2161,13290,157048,17493,-36472,-11129.0,0.05215831100940704,0.0004550516605377197,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-10-25,28677,54020,-4687,-10063,139555,9826,-25343,5376.0,0.05396962910890579,0.0004726387560367584,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-10-18,33364,64083,-4696,-25769,129729,-6248,-30719,21073.0,0.0537642240524292,-0.00023102015256881714,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-10-11,38060,89852,15702,-18398,135977,-21533,-51792,34100.0,0.05298055708408356,0.00017625465989112854,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-10-04,22358,108250,-2507,-2488,157510,-2733,-85892,-19.0,0.05177781730890274,-0.00028165802359580994,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-09-27,24865,110738,4339,870,160243,6965,-85873,3469.0,0.05162116140127182,-8.140504360198975e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-09-20,20526,109868,596,24191,153278,-15451,-89342,-23595.0,0.05042528733611107,-0.0002829022705554962,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-09-13,19930,85677,3140,10488,168729,6299,-65747,-7348.0,0.05232952535152435,0.000465933233499527,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-09-06,16790,75189,-3058,22107,162430,48329,-58399,-25165.0,0.05476390942931175,0.00038815662264823914,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-08-30,19848,53082,-6997,-2304,114101,369,-33234,-4693.0,0.05320705473423004,-8.456408977508545e-07,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-08-23,26845,55386,2303,-14879,113732,-7017,-28541,17182.0,0.05397630110383034,-0.00017815828323364258,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-08-16,24542,70265,4579,-4060,120749,-6883,-45723,8639.0,0.05538325384259224,0.00016087666153907776,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-08-09,19963,74325,-3952,-1713,127632,-554,-54362,-2239.0,0.05423920229077339,-8.282437920570374e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-08-02,23915,76038,-199,5362,128186,8433,-52123,-5561.0,0.05281621217727661,-0.00014161691069602966,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-07-26,24114,70676,-561,6635,119753,16321,-46562,-7196.0,0.053329210728406906,0.00020046159625053406,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-07-19,24675,64041,-3973,-1779,103432,6071,-39366,-2194.0,0.054083142429590225,0.000527162104845047,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-07-12,28648,65820,4410,-3275,97361,-5756,-37172,7685.0,0.054547637701034546,0.0001340135931968689,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-07-05,24238,69095,10848,-9622,103117,-6323,-44857,20470.0,0.053125083446502686,-0.00021544471383094788,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-06-28,13390,78717,-119,-3672,109440,-1703,-65327,3553.0,0.05316835641860962,-0.0008562318980693817,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-06-21,13509,82389,-3385,-124,111143,253,-68880,-3261.0,0.05366980656981468,-0.0006643161177635193,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-06-14,16894,82513,-5495,815,110890,-31443,-65619,-6310.0,0.052852168679237366,-6.67870044708252e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-06-07,22389,81698,2196,5890,142333,-1244,-59309,-3694.0,0.05438914895057678,-0.0008059516549110413,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-05-31,20193,75808,-6824,1331,143577,5493,-55615,-8155.0,0.05415533855557442,0.00010768324136734009,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-05-24,27017,74477,1798,3567,138084,3279,-47460,-1769.0,0.054152198135852814,7.56382942199707e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-05-17,25219,70910,9070,9541,134805,5894,-45691,-471.0,0.054665178060531616,0.0003996938467025757,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-05-10,16149,61369,-19604,13196,128911,12378,-45220,-32800.0,0.055606991052627563,1.5113502740859985e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-05-03,35753,48173,1151,-5744,116533,-645,-12420,6895.0,0.05681898817420006,0.0005470253527164459,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-04-26,34602,53917,-9323,-4417,117178,-9333,-19315,-4906.0,0.057551175355911255,-0.0002760253846645355,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-04-19,43925,58334,3407,-28775,126511,-27061,-14409,32182.0,0.057683996856212616,-0.00027072057127952576,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-04-12,40518,87109,-346,14367,153572,39700,-46591,-14713.0,0.05722411721944809,-0.00016469508409500122,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-04-05,40864,72742,7859,-1059,113872,4805,-31878,8918.0,0.05655781924724579,-0.00017838925123214722,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-03-29,33005,73801,4455,-445,109067,3672,-40796,4900.0,0.057718925178050995,-0.00020038336515426636,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-03-22,28550,74246,5510,6169,105395,7939,-45696,-659.0,0.05764861777424812,0.0007536299526691437,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-03-15,23040,68077,2599,-9918,97456,-41649,-45037,12517.0,0.0559086799621582,-0.0008633062243461609,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-03-08,20441,77995,-4753,-3672,139105,-1999,-57554,-1081.0,0.055801331996917725,-0.0005652792751789093,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-03-01,25194,81667,-4955,-1341,141104,-4527,-56473,-3614.0,0.05585362762212753,-0.00017430633306503296,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-02-23,30149,83008,8704,-15822,145631,-15772,-52859,24526.0,0.05492619425058365,-8.451193571090698e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-02-16,21445,98830,-20287,10576,161403,5711,-77385,-30863.0,0.0529700331389904,-0.0015746578574180603,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-02-09,41732,88254,16774,-15298,155692,-10603,-46522,32072.0,0.05322197824716568,0.0003566816449165344,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-02-02,24958,103552,-3529,-1542,166295,-1468,-78594,-1987.0,0.05410362780094147,-0.0008563138544559479,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-01-26,28487,105094,-1874,-1270,167763,-4208,-76607,-604.0,0.054204948246479034,1.321360468864441e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-01-19,30361,106364,946,2934,171971,23288,-76003,-1988.0,0.05478260666131973,0.0006554089486598969,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-01-12,29415,103430,-4479,7548,148683,5309,-74015,-12027.0,0.055859215557575226,0.00013649091124534607,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2016-01-05,33894,95882,3328,7929,143374,3618,-61988,-4601.0,0.05771852284669876,0.0006698779761791229,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-12-29,30566,87953,1830,2498,139756,1902,-57387,-668.0,0.05795236676931381,0.0004002302885055542,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-12-22,28736,85455,-6043,-9696,137854,-6597,-56719,3653.0,0.05817142501473427,9.911134839057922e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-12-15,34779,95151,-10447,25544,144451,-55439,-60372,-35991.0,0.05846048891544342,-0.00036667659878730774,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-12-08,45226,69607,-3748,-4832,199890,13064,-24381,1084.0,0.05878549441695213,0.0002531781792640686,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-12-01,48974,74439,-1349,-5145,186826,-2237,-25465,3796.0,0.060546427965164185,0.00016272813081741333,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-11-24,50323,79584,8888,-114,189063,7564,-29261,9002.0,0.060519684106111526,-7.520988583564758e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-11-17,41435,79698,-2430,16998,181499,22956,-38263,-19428.0,0.05982024222612381,2.9765069484710693e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-11-10,43865,62700,-8232,9868,158543,9699,-18835,-18100.0,0.05968349426984787,-0.00011438876390457153,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-11-03,52097,52832,19,671,148844,12215,-735,-652.0,0.0609949491918087,0.0005780085921287537,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-10-27,52078,52161,1451,918,136629,16674,-83,533.0,0.060428258031606674,0.0003241226077079773,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-10-20,50627,51243,3216,-311,119955,3537,-616,3527.0,0.06037108600139618,0.0003110244870185852,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-10-13,47411,51554,-3531,-4631,116418,-3006,-4143,1100.0,0.060088496655225754,-0.0007667392492294312,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-10-06,50942,56185,19666,-19542,119424,-23093,-5243,39208.0,0.06007734313607216,-2.6032328605651855e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-09-29,31276,75727,-16350,15745,142517,15973,-44451,-32095.0,0.058788467198610306,-0.00033541396260261536,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-09-22,47626,59982,25877,-17052,126544,-4011,-12356,42929.0,0.059175100177526474,0.0007389001548290253,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-09-15,21749,77034,-1131,-16797,130555,-57682,-55285,15666.0,0.059901218861341476,-0.0005835406482219696,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-09-08,22880,93831,1527,-4459,188237,-2782,-70951,5986.0,0.05944589525461197,0.00046464428305625916,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-09-01,21353,98290,952,-5164,191019,-5071,-76937,6116.0,0.058983128517866135,-0.00033367425203323364,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-08-25,20401,103454,-4228,18398,196090,24623,-83053,-22626.0,0.05788852646946907,-0.0008341707289218903,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-08-18,24629,85056,6466,-3676,171467,-2314,-60427,10142.0,0.060912471264600754,0.0006642453372478485,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-08-11,18163,88732,-4427,-15906,173781,-17306,-70569,11479.0,0.061322420835494995,-0.00021354109048843384,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2015-08-04,22590,104638,744,-6051,191087,-5241,-82048,6795.0,0.06138237565755844,0.000257343053817749,4,Market is weakening (Bullish Reversal)
